date_level,population,stock number,total portion
20170609_1-999,"2,235","175,630",0.04
"20170609_1,000-5,000","1,646","2,975,315",0.78
"20170609_5,001-10,000",240,"1,715,842",0.45
"20170609_10,001-15,000",104,"1,235,188",0.32
"20170609_15,001-20,000",63,"1,096,082",0.28
"20170609_20,001-30,000",60,"1,465,758",0.38
"20170609_30,001-40,000",48,"1,644,753",0.43
"20170609_40,001-50,000",43,"1,936,312",0.50
"20170609_50,001-100,000",103,"7,193,769",1.89
"20170609_100,001-200,000",92,"12,699,547",3.33
"20170609_200,001-400,000",57,"15,418,755",4.05
"20170609_400,001-600,000",23,"11,420,245",3.00
"20170609_600,001-800,000",15,"10,493,026",2.75
"20170609_800,001-1,000,000",9,"7,706,768",2.02
"20170609_1,000,001以上",35,"303,284,731",79.71
20170603_1-999,"2,231","177,766",0.04
"20170603_1,000-5,000","1,659","3,036,821",0.79
"20170603_5,001-10,000",249,"1,775,249",0.46
"20170603_10,001-15,000",101,"1,196,175",0.31
"20170603_15,001-20,000",64,"1,129,785",0.29
"20170603_20,001-30,000",64,"1,562,437",0.41
"20170603_30,001-40,000",48,"1,646,094",0.43
"20170603_40,001-50,000",40,"1,770,846",0.46
"20170603_50,001-100,000",102,"7,230,403",1.90
"20170603_100,001-200,000",89,"12,333,863",3.24
"20170603_200,001-400,000",53,"14,601,238",3.83
"20170603_400,001-600,000",21,"10,292,291",2.70
"20170603_600,001-800,000",14,"9,765,084",2.56
"20170603_800,001-1,000,000",10,"8,454,711",2.22
"20170603_1,000,001以上",34,"305,488,958",80.29
20170526_1-999,"2,245","181,311",0.04
"20170526_1,000-5,000","1,809","3,258,717",0.86
"20170526_5,001-10,000",243,"1,739,493",0.46
"20170526_10,001-15,000",92,"1,077,810",0.28
"20170526_15,001-20,000",70,"1,229,168",0.32
"20170526_20,001-30,000",62,"1,506,957",0.40
"20170526_30,001-40,000",49,"1,703,578",0.45
"20170526_40,001-50,000",38,"1,692,290",0.45
"20170526_50,001-100,000",102,"7,118,934",1.89
"20170526_100,001-200,000",91,"12,824,861",3.41
"20170526_200,001-400,000",52,"14,562,238",3.87
"20170526_400,001-600,000",20,"9,834,187",2.61
"20170526_600,001-800,000",15,"10,501,188",2.79
"20170526_800,001-1,000,000",12,"10,372,546",2.76
"20170526_1,000,001以上",33,"298,136,794",79.34
20170519_1-999,"2,266","181,808",0.04
"20170519_1,000-5,000","1,692","3,094,335",0.82
"20170519_5,001-10,000",230,"1,633,802",0.43
"20170519_10,001-15,000",109,"1,289,550",0.34
"20170519_15,001-20,000",73,"1,282,592",0.34
"20170519_20,001-30,000",66,"1,619,646",0.43
"20170519_30,001-40,000",57,"1,960,934",0.52
"20170519_40,001-50,000",36,"1,607,468",0.42
"20170519_50,001-100,000",114,"7,973,696",2.12
"20170519_100,001-200,000",87,"12,178,777",3.24
"20170519_200,001-400,000",48,"13,508,414",3.59
"20170519_400,001-600,000",23,"11,097,130",2.95
"20170519_600,001-800,000",19,"13,373,107",3.55
"20170519_800,001-1,000,000",9,"7,763,903",2.06
"20170519_1,000,001以上",32,"297,174,910",79.09
20170512_1-999,"2,244","177,291",0.04
"20170512_1,000-5,000","1,801","3,310,332",0.88
"20170512_5,001-10,000",240,"1,704,263",0.45
"20170512_10,001-15,000",102,"1,191,446",0.31
"20170512_15,001-20,000",72,"1,264,724",0.33
"20170512_20,001-30,000",71,"1,755,305",0.46
"20170512_30,001-40,000",57,"1,988,052",0.52
"20170512_40,001-50,000",37,"1,642,596",0.43
"20170512_50,001-100,000",119,"8,399,950",2.23
"20170512_100,001-200,000",85,"11,669,709",3.10
"20170512_200,001-400,000",50,"13,887,376",3.69
"20170512_400,001-600,000",26,"12,691,203",3.37
"20170512_600,001-800,000",16,"11,243,590",2.99
"20170512_800,001-1,000,000",9,"7,669,468",2.04
"20170512_1,000,001以上",33,"297,144,767",79.08
20170505_1-999,"2,241","178,594",0.04
"20170505_1,000-5,000","1,957","3,615,910",0.96
"20170505_5,001-10,000",244,"1,723,089",0.45
"20170505_10,001-15,000",110,"1,297,993",0.34
"20170505_15,001-20,000",83,"1,460,796",0.38
"20170505_20,001-30,000",76,"1,878,682",0.49
"20170505_30,001-40,000",54,"1,886,267",0.50
"20170505_40,001-50,000",41,"1,810,995",0.48
"20170505_50,001-100,000",113,"8,052,325",2.14
"20170505_100,001-200,000",88,"12,045,163",3.20
"20170505_200,001-400,000",53,"14,710,059",3.91
"20170505_400,001-600,000",25,"12,107,555",3.22
"20170505_600,001-800,000",18,"12,619,535",3.35
"20170505_800,001-1,000,000",8,"6,942,768",1.84
"20170505_1,000,001以上",32,"295,414,889",78.62
20170428_1-999,"2,151","166,912",0.04
"20170428_1,000-5,000","1,842","3,358,268",0.89
"20170428_5,001-10,000",274,"1,917,861",0.51
"20170428_10,001-15,000",127,"1,483,544",0.39
"20170428_15,001-20,000",94,"1,659,793",0.44
"20170428_20,001-30,000",77,"1,939,806",0.51
"20170428_30,001-40,000",52,"1,817,816",0.48
"20170428_40,001-50,000",57,"2,534,478",0.67
"20170428_50,001-100,000",122,"8,688,870",2.31
"20170428_100,001-200,000",99,"13,652,686",3.63
"20170428_200,001-400,000",53,"14,538,041",3.86
"20170428_400,001-600,000",19,"9,295,815",2.47
"20170428_600,001-800,000",20,"13,748,467",3.65
"20170428_800,001-1,000,000",9,"7,658,374",2.03
"20170428_1,000,001以上",32,"293,283,889",78.05
20170421_1-999,"2,053","144,242",0.03
"20170421_1,000-5,000","1,846","3,485,849",0.92
"20170421_5,001-10,000",299,"2,063,796",0.54
"20170421_10,001-15,000",153,"1,787,273",0.47
"20170421_15,001-20,000",100,"1,749,694",0.46
"20170421_20,001-30,000",93,"2,318,262",0.61
"20170421_30,001-40,000",55,"1,892,897",0.50
"20170421_40,001-50,000",58,"2,594,748",0.69
"20170421_50,001-100,000",122,"8,651,708",2.30
"20170421_100,001-200,000",105,"14,442,624",3.84
"20170421_200,001-400,000",51,"14,451,982",3.84
"20170421_400,001-600,000",20,"9,774,282",2.60
"20170421_600,001-800,000",18,"12,573,000",3.34
"20170421_800,001-1,000,000",10,"8,779,698",2.33
"20170421_1,000,001以上",30,"291,034,565",77.45
20170414_1-999,"2,055","145,086",0.03
"20170414_1,000-5,000","1,850","3,485,042",0.92
"20170414_5,001-10,000",299,"2,072,542",0.55
"20170414_10,001-15,000",156,"1,821,683",0.48
"20170414_15,001-20,000",94,"1,643,913",0.43
"20170414_20,001-30,000",93,"2,308,772",0.61
"20170414_30,001-40,000",55,"1,901,073",0.50
"20170414_40,001-50,000",54,"2,394,050",0.63
"20170414_50,001-100,000",128,"9,077,556",2.41
"20170414_100,001-200,000",104,"14,251,210",3.79
"20170414_200,001-400,000",51,"14,489,537",3.85
"20170414_400,001-600,000",23,"11,292,518",3.00
"20170414_600,001-800,000",17,"11,987,266",3.19
"20170414_800,001-1,000,000",9,"7,773,374",2.06
"20170414_1,000,001以上",30,"291,100,998",77.47
20170407_1-999,"2,061","145,557",0.03
"20170407_1,000-5,000","1,836","3,455,067",0.91
"20170407_5,001-10,000",299,"2,051,122",0.54
"20170407_10,001-15,000",153,"1,782,753",0.47
"20170407_15,001-20,000",94,"1,639,084",0.43
"20170407_20,001-30,000",92,"2,300,396",0.61
"20170407_30,001-40,000",55,"1,895,751",0.50
"20170407_40,001-50,000",52,"2,321,348",0.61
"20170407_50,001-100,000",127,"9,045,582",2.40
"20170407_100,001-200,000",106,"14,598,886",3.88
"20170407_200,001-400,000",50,"14,345,537",3.81
"20170407_400,001-600,000",24,"11,776,842",3.13
"20170407_600,001-800,000",16,"11,327,942",3.01
"20170407_800,001-1,000,000",10,"8,736,374",2.32
"20170407_1,000,001以上",29,"290,322,379",77.26
20170331_1-999,"2,072","147,212",0.03
"20170331_1,000-5,000","1,821","3,438,201",0.91
"20170331_5,001-10,000",296,"2,036,907",0.54
"20170331_10,001-15,000",156,"1,823,954",0.48
"20170331_15,001-20,000",91,"1,587,923",0.42
"20170331_20,001-30,000",90,"2,241,723",0.59
"20170331_30,001-40,000",57,"1,970,354",0.52
"20170331_40,001-50,000",51,"2,273,348",0.60
"20170331_50,001-100,000",129,"9,184,809",2.44
"20170331_100,001-200,000",105,"14,498,886",3.85
"20170331_200,001-400,000",50,"14,135,947",3.76
"20170331_400,001-600,000",23,"11,215,273",2.98
"20170331_600,001-800,000",16,"11,206,060",2.98
"20170331_800,001-1,000,000",11,"9,567,374",2.54
"20170331_1,000,001以上",29,"290,416,649",77.29
20170324_1-999,"2,066","148,362",0.03
"20170324_1,000-5,000","1,852","3,494,521",0.93
"20170324_5,001-10,000",297,"2,038,327",0.54
"20170324_10,001-15,000",154,"1,792,492",0.47
"20170324_15,001-20,000",96,"1,685,682",0.44
"20170324_20,001-30,000",90,"2,226,208",0.59
"20170324_30,001-40,000",61,"2,105,492",0.56
"20170324_40,001-50,000",51,"2,267,666",0.60
"20170324_50,001-100,000",126,"8,826,034",2.34
"20170324_100,001-200,000",100,"13,804,541",3.67
"20170324_200,001-400,000",51,"14,237,004",3.78
"20170324_400,001-600,000",22,"10,768,814",2.86
"20170324_600,001-800,000",17,"11,623,981",3.09
"20170324_800,001-1,000,000",10,"8,759,091",2.33
"20170324_1,000,001以上",29,"291,966,405",77.70
20170317_1-999,"2,059","150,148",0.03
"20170317_1,000-5,000","1,902","3,633,161",0.96
"20170317_5,001-10,000",317,"2,177,687",0.57
"20170317_10,001-15,000",155,"1,806,638",0.48
"20170317_15,001-20,000",99,"1,745,887",0.46
"20170317_20,001-30,000",92,"2,256,562",0.60
"20170317_30,001-40,000",60,"2,064,768",0.54
"20170317_40,001-50,000",55,"2,458,067",0.65
"20170317_50,001-100,000",120,"8,428,937",2.24
"20170317_100,001-200,000",101,"14,025,475",3.73
"20170317_200,001-400,000",49,"13,567,900",3.61
"20170317_400,001-600,000",24,"11,766,059",3.13
"20170317_600,001-800,000",16,"10,925,835",2.90
"20170317_800,001-1,000,000",10,"8,753,091",2.32
"20170317_1,000,001以上",29,"291,984,405",77.70
20170310_1-999,"2,062","152,009",0.04
"20170310_1,000-5,000","1,916","3,691,788",0.98
"20170310_5,001-10,000",333,"2,331,747",0.62
"20170310_10,001-15,000",156,"1,810,979",0.48
"20170310_15,001-20,000",99,"1,740,183",0.46
"20170310_20,001-30,000",92,"2,265,515",0.60
"20170310_30,001-40,000",62,"2,147,768",0.57
"20170310_40,001-50,000",54,"2,420,464",0.64
"20170310_50,001-100,000",121,"8,554,785",2.27
"20170310_100,001-200,000",105,"14,713,537",3.91
"20170310_200,001-400,000",46,"12,525,187",3.33
"20170310_400,001-600,000",25,"11,983,059",3.18
"20170310_600,001-800,000",15,"10,266,103",2.73
"20170310_800,001-1,000,000",10,"8,775,091",2.33
"20170310_1,000,001以上",29,"292,366,405",77.80
20170303_1-999,"2,072","153,106",0.04
"20170303_1,000-5,000","1,899","3,661,613",0.97
"20170303_5,001-10,000",335,"2,330,944",0.62
"20170303_10,001-15,000",162,"1,886,177",0.50
"20170303_15,001-20,000",93,"1,622,283",0.43
"20170303_20,001-30,000",91,"2,239,911",0.59
"20170303_30,001-40,000",64,"2,235,295",0.59
"20170303_40,001-50,000",50,"2,233,994",0.59
"20170303_50,001-100,000",124,"8,737,683",2.32
"20170303_100,001-200,000",105,"14,571,116",3.87
"20170303_200,001-400,000",47,"12,983,584",3.45
"20170303_400,001-600,000",22,"10,722,059",2.85
"20170303_600,001-800,000",14,"9,595,859",2.55
"20170303_800,001-1,000,000",11,"9,663,068",2.57
"20170303_1,000,001以上",29,"293,107,928",78.00
20170224_1-999,"2,065","152,861",0.04
"20170224_1,000-5,000","1,881","3,670,173",0.97
"20170224_5,001-10,000",330,"2,258,651",0.60
"20170224_10,001-15,000",168,"1,954,772",0.52
"20170224_15,001-20,000",93,"1,619,598",0.43
"20170224_20,001-30,000",91,"2,240,217",0.59
"20170224_30,001-40,000",63,"2,178,271",0.57
"20170224_40,001-50,000",54,"2,451,370",0.65
"20170224_50,001-100,000",120,"8,504,671",2.26
"20170224_100,001-200,000",104,"14,470,135",3.85
"20170224_200,001-400,000",49,"13,424,949",3.57
"20170224_400,001-600,000",20,"10,005,074",2.66
"20170224_600,001-800,000",12,"8,330,427",2.21
"20170224_800,001-1,000,000",12,"10,637,224",2.83
"20170224_1,000,001以上",29,"293,846,227",78.20
20170218_1-999,"2,070","150,687",0.04
"20170218_1,000-5,000","1,930","3,742,434",0.99
"20170218_5,001-10,000",341,"2,343,245",0.62
"20170218_10,001-15,000",173,"2,008,671",0.53
"20170218_15,001-20,000",95,"1,665,568",0.44
"20170218_20,001-30,000",101,"2,479,679",0.65
"20170218_30,001-40,000",67,"2,337,625",0.62
"20170218_40,001-50,000",44,"1,962,459",0.52
"20170218_50,001-100,000",120,"8,440,750",2.24
"20170218_100,001-200,000",103,"14,233,851",3.78
"20170218_200,001-400,000",48,"13,312,940",3.54
"20170218_400,001-600,000",18,"9,035,509",2.40
"20170218_600,001-800,000",14,"9,637,682",2.56
"20170218_800,001-1,000,000",10,"8,956,224",2.38
"20170218_1,000,001以上",30,"295,437,296",78.62
20170210_1-999,"2,070","149,241",0.03
"20170210_1,000-5,000","1,985","3,850,451",1.02
"20170210_5,001-10,000",334,"2,286,806",0.60
"20170210_10,001-15,000",174,"2,030,611",0.54
"20170210_15,001-20,000",96,"1,694,082",0.45
"20170210_20,001-30,000",99,"2,439,139",0.64
"20170210_30,001-40,000",65,"2,259,567",0.60
"20170210_40,001-50,000",43,"1,908,975",0.50
"20170210_50,001-100,000",119,"8,376,346",2.22
"20170210_100,001-200,000",102,"14,159,320",3.76
"20170210_200,001-400,000",49,"13,533,617",3.60
"20170210_400,001-600,000",17,"8,556,421",2.27
"20170210_600,001-800,000",14,"9,663,053",2.57
"20170210_800,001-1,000,000",8,"7,025,808",1.86
"20170210_1,000,001以上",30,"297,811,183",79.25
20170203_1-999,"2,113","156,166",0.04
"20170203_1,000-5,000","1,863","3,563,845",0.94
"20170203_5,001-10,000",315,"2,151,431",0.57
"20170203_10,001-15,000",167,"1,930,753",0.51
"20170203_15,001-20,000",83,"1,447,741",0.38
"20170203_20,001-30,000",95,"2,336,655",0.62
"20170203_30,001-40,000",66,"2,269,656",0.60
"20170203_40,001-50,000",43,"1,914,234",0.50
"20170203_50,001-100,000",113,"8,022,914",2.13
"20170203_100,001-200,000",103,"14,243,534",3.79
"20170203_200,001-400,000",48,"13,394,598",3.56
"20170203_400,001-600,000",20,"10,038,966",2.67
"20170203_600,001-800,000",11,"7,673,971",2.04
"20170203_800,001-1,000,000",10,"8,824,357",2.34
"20170203_1,000,001以上",31,"297,775,799",79.24
20170126_1-999,"2,117","156,696",0.04
"20170126_1,000-5,000","1,865","3,564,777",0.94
"20170126_5,001-10,000",316,"2,160,996",0.57
"20170126_10,001-15,000",167,"1,925,753",0.51
"20170126_15,001-20,000",84,"1,465,741",0.39
"20170126_20,001-30,000",95,"2,336,655",0.62
"20170126_30,001-40,000",67,"2,316,656",0.61
"20170126_40,001-50,000",44,"1,962,234",0.52
"20170126_50,001-100,000",111,"7,902,914",2.10
"20170126_100,001-200,000",102,"14,069,883",3.74
"20170126_200,001-400,000",49,"13,631,309",3.62
"20170126_400,001-600,000",20,"10,001,879",2.66
"20170126_600,001-800,000",11,"7,661,971",2.03
"20170126_800,001-1,000,000",10,"8,836,357",2.35
"20170126_1,000,001以上",31,"297,750,799",79.24
20170120_1-999,"2,130","159,337",0.04
"20170120_1,000-5,000","1,868","3,563,535",0.94
"20170120_5,001-10,000",322,"2,215,903",0.58
"20170120_10,001-15,000",163,"1,891,668",0.50
"20170120_15,001-20,000",79,"1,377,456",0.36
"20170120_20,001-30,000",96,"2,368,755",0.63
"20170120_30,001-40,000",68,"2,344,631",0.62
"20170120_40,001-50,000",44,"1,971,234",0.52
"20170120_50,001-100,000",112,"8,025,334",2.13
"20170120_100,001-200,000",101,"13,977,372",3.71
"20170120_200,001-400,000",49,"13,619,409",3.62
"20170120_400,001-600,000",20,"9,970,879",2.65
"20170120_600,001-800,000",11,"7,692,971",2.04
"20170120_800,001-1,000,000",10,"8,834,357",2.35
"20170120_1,000,001以上",31,"297,731,779",79.23
20170113_1-999,"2,148","161,434",0.04
"20170113_1,000-5,000","1,849","3,520,610",0.93
"20170113_5,001-10,000",326,"2,220,150",0.59
"20170113_10,001-15,000",164,"1,915,491",0.50
"20170113_15,001-20,000",79,"1,379,043",0.36
"20170113_20,001-30,000",95,"2,335,926",0.62
"20170113_30,001-40,000",69,"2,371,570",0.63
"20170113_40,001-50,000",41,"1,830,295",0.48
"20170113_50,001-100,000",112,"8,035,279",2.13
"20170113_100,001-200,000",99,"13,902,624",3.70
"20170113_200,001-400,000",50,"13,781,390",3.66
"20170113_400,001-600,000",20,"10,007,701",2.66
"20170113_600,001-800,000",11,"7,656,971",2.03
"20170113_800,001-1,000,000",10,"8,876,357",2.36
"20170113_1,000,001以上",31,"297,749,779",79.24
20170106_1-999,"2,174","163,973",0.04
"20170106_1,000-5,000","1,834","3,470,134",0.92
"20170106_5,001-10,000",314,"2,130,661",0.56
"20170106_10,001-15,000",150,"1,728,570",0.46
"20170106_15,001-20,000",78,"1,356,293",0.36
"20170106_20,001-30,000",100,"2,459,259",0.65
"20170106_30,001-40,000",65,"2,229,543",0.59
"20170106_40,001-50,000",42,"1,865,972",0.49
"20170106_50,001-100,000",114,"8,133,382",2.16
"20170106_100,001-200,000",100,"13,744,635",3.65
"20170106_200,001-400,000",49,"13,352,390",3.55
"20170106_400,001-600,000",20,"10,121,527",2.69
"20170106_600,001-800,000",12,"8,286,145",2.20
"20170106_800,001-1,000,000",10,"8,790,357",2.33
"20170106_1,000,001以上",31,"297,911,779",79.28
20161230_1-999,"2,178","164,535",0.04
"20161230_1,000-5,000","1,883","3,560,047",0.94
"20161230_5,001-10,000",325,"2,217,656",0.59
"20161230_10,001-15,000",157,"1,814,054",0.48
"20161230_15,001-20,000",80,"1,391,206",0.37
"20161230_20,001-30,000",102,"2,504,848",0.66
"20161230_30,001-40,000",68,"2,351,689",0.62
"20161230_40,001-50,000",39,"1,730,589",0.46
"20161230_50,001-100,000",119,"8,623,373",2.29
"20161230_100,001-200,000",97,"13,488,669",3.58
"20161230_200,001-400,000",47,"12,947,679",3.44
"20161230_400,001-600,000",22,"11,154,238",2.96
"20161230_600,001-800,000",11,"7,660,145",2.03
"20161230_800,001-1,000,000",10,"8,805,357",2.34
"20161230_1,000,001以上",31,"297,330,535",79.13
20161223_1-999,"2,204","166,359",0.04
"20161223_1,000-5,000","1,854","3,479,080",0.92
"20161223_5,001-10,000",319,"2,166,341",0.57
"20161223_10,001-15,000",152,"1,742,735",0.46
"20161223_15,001-20,000",83,"1,441,146",0.38
"20161223_20,001-30,000",95,"2,315,793",0.61
"20161223_30,001-40,000",65,"2,256,506",0.60
"20161223_40,001-50,000",39,"1,728,263",0.45
"20161223_50,001-100,000",119,"8,664,615",2.30
"20161223_100,001-200,000",94,"12,852,951",3.42
"20161223_200,001-400,000",52,"14,469,948",3.85
"20161223_400,001-600,000",20,"10,134,527",2.69
"20161223_600,001-800,000",14,"9,581,464",2.54
"20161223_800,001-1,000,000",8,"7,073,633",1.88
"20161223_1,000,001以上",31,"297,671,259",79.22
20161216_1-999,"2,208","166,892",0.04
"20161216_1,000-5,000","1,910","3,561,067",0.94
"20161216_5,001-10,000",316,"2,133,358",0.56
"20161216_10,001-15,000",146,"1,684,136",0.44
"20161216_15,001-20,000",81,"1,403,141",0.37
"20161216_20,001-30,000",101,"2,456,838",0.65
"20161216_30,001-40,000",65,"2,281,556",0.60
"20161216_40,001-50,000",42,"1,876,487",0.49
"20161216_50,001-100,000",113,"8,177,592",2.17
"20161216_100,001-200,000",98,"13,498,515",3.59
"20161216_200,001-400,000",49,"13,430,689",3.57
"20161216_400,001-600,000",22,"11,208,223",2.98
"20161216_600,001-800,000",14,"9,829,464",2.61
"20161216_800,001-1,000,000",7,"6,171,139",1.64
"20161216_1,000,001以上",32,"297,865,523",79.27
20161209_1-999,"2,210","168,072",0.04
"20161209_1,000-5,000","1,971","3,699,625",0.98
"20161209_5,001-10,000",318,"2,163,104",0.57
"20161209_10,001-15,000",151,"1,733,023",0.46
"20161209_15,001-20,000",82,"1,424,127",0.37
"20161209_20,001-30,000",100,"2,453,636",0.65
"20161209_30,001-40,000",71,"2,480,617",0.66
"20161209_40,001-50,000",41,"1,838,873",0.48
"20161209_50,001-100,000",117,"8,448,863",2.24
"20161209_100,001-200,000",90,"12,406,112",3.30
"20161209_200,001-400,000",52,"14,205,088",3.78
"20161209_400,001-600,000",20,"10,126,317",2.69
"20161209_600,001-800,000",14,"9,607,464",2.55
"20161209_800,001-1,000,000",8,"7,063,689",1.87
